departamento;distrito;barrio
PARAGUARI;PARAGUARI;VIRGEN DE CAACUPE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;FORTIN BOQUERON
PARAGUARI;ACAHAY;15 DE AGOSTO
SAN PEDRO;CAPIIBARY;PIQUETE I
SAN PEDRO;CAPIIBARY;3 DE NOVIEMBRE
PARAGUARI;ACAHAY;KARAGUATAY MI
PRESIDENTE HAYES;BENJAMIN ACEVAL;COM INDIG CERRITO-RIO VERDE
PARAGUARI;ACAHAY;RINCON
PARAGUARI;PARAGUARI;SANTA CATALINA
PARAGUARI;ACAHAY;TAPE GUASU
PARAGUARI;ACAHAY;SAN ALFONSO
PARAGUARI;ACAHAY;LAGUNA PYTA
PRESIDENTE HAYES;PUERTO PINASCO;URBANO
PARAGUARI;ACAHAY;ITAKYTY
PRESIDENTE HAYES;BENJAMIN ACEVAL;CENTRAL
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;BENJAMIN ACEVAL;ZONA KILOMETRO 125
PARAGUARI;ACAHAY;ÑU AHAI
PARAGUARI;ACAHAY;COSTA BAEZ - JUKYTY
PARAGUARI;ACAHAY;SAN RAMON
PARAGUARI;ACAHAY;ARROYO VERDE
SAN PEDRO;CAPIIBARY;ASENT. KA'AGUY POTY
PARAGUARI;ACAHAY;PINTOS
SAN PEDRO;ANTEQUERA;SANTO DOMINGO
PARAGUARI;PARAGUARI;MBATOVI VIRGEN DEL ROSARIO
SAN PEDRO;LIBERACION;SAN JOSE 2
SAN PEDRO;CAPIIBARY;SIDEPAR 4TA LINEA
PARAGUARI;ACAHAY;SAN RAMON
CANINDEYU;VILLA YGATIMÍ;COM INDIG CAMPO PORA POTY
SAN PEDRO;CAPIIBARY;SIDEPAR 3RA LINEA
PARAGUARI;ACAHAY;RIVAROLA KUE
PRESIDENTE HAYES;TTE. ESTEBAN MARTINEZ;ZONA ESTEBAN MARTINEZ
SAN PEDRO;LIBERACION;SAN MIGUEL OESTE
PARAGUARI;PARAGUARI;CERRO LEON
PARAGUARI;PARAGUARI;CALLE
PARAGUARI;PARAGUARI;COSTA SEGUNDA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ALDEA BALTALM
PARAGUARI;PARAGUARI;SOTO RUGUA
PARAGUARI;PARAGUARI;URBANIZACION LOS GUAYABOS
SAN PEDRO;LIBERACION;SAN ROQUE
PARAGUARI;PARAGUARI;SAN FRANCISCO
CANINDEYU;VILLA YGATIMÍ;COM INDIG ITA POTY
CANINDEYU;VILLA YGATIMÍ;COM INDIG KUETYVY
PARAGUARI;PARAGUARI;MBATOVI SANTO TOMAS
SAN PEDRO;SANTA ROSA DEL AGUARAY;PROSPERIDAD
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ZONA CRUCE DOUGLAS
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;MONTE VERDE
PARAGUARI;PARAGUARI;ÑUATI
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ALDEA NEUHOF
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. BASE PROSPERIDAD
PRESIDENTE HAYES;GENERAL JOSE MARIA BRUGUEZ;CENTRO
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LA PIEDAD 25 LEGUAS
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ALDEA NOELANGER
PRESIDENTE HAYES;TTE. ESTEBAN MARTINEZ;ZONA TTE ROJAS SILVA
PRESIDENTE HAYES;TTE. ESTEBAN MARTINEZ;ZONA GENERAL DIAZ
PRESIDENTE HAYES;TTE. ESTEBAN MARTINEZ;FORTIN CABALLERO SUB-URBANO
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;VALENCIA
PRESIDENTE HAYES;TTE. ESTEBAN MARTINEZ;ZONA FORTIN CABALLERO
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. AGUERITO
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE FELIPE OSORIO NUCLEO 3
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE FELIPE OSORIO NUCLEO 4
PRESIDENTE HAYES;TTE. ESTEBAN MARTINEZ;ZONA SAN ISIDRO
SAN PEDRO;LIBERACION;SANTA CLARA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LAGUNA LEON
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE FELIPE OSORIO NUCLEO 2
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;CAMPO ROSA
SAN PEDRO;CAPIIBARY;SAN JOSE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;CAMPO LEON
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ISLA PO'I
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LIDENDORF
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;HOHENAU
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LAGUNA CAPITAN
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LOLITA SUB-URBANO
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ZONA ZALAZAR
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ZONA ROSA MISTICA
SAN PEDRO;CAPIIBARY;SAN MIGUEL
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LOMA VERDE
PRESIDENTE HAYES;JOSE FALCON;SAN ROQUE GONZALEZ
PRESIDENTE HAYES;NANAWA;SAN ANTONIO
PRESIDENTE HAYES;JOSE FALCON;8 DE DICIEMBRE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG TERRENAL
SAN PEDRO;LIBERACION;CALLE SAN RAMON
PRESIDENTE HAYES;JOSE FALCON;SAN RAMON
SAN PEDRO;SANTA ROSA DEL AGUARAY;ZONA 13
PRESIDENTE HAYES;JOSE FALCON;SAN FRANCISCO SUB-URBANO
PRESIDENTE HAYES;NANAWA;VIRGEN DEL ROSARIO
PRESIDENTE HAYES;JOSE FALCON;SAN IGNACIO
PRESIDENTE HAYES;JOSE FALCON;LAS MERCEDES
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG LA ARMONIA-ALDEA 2
PRESIDENTE HAYES;NANAWA;SAN MIGUEL
PRESIDENTE HAYES;NANAWA;QUINTA
SAN PEDRO;CAPIIBARY;ASENT. SAN JOSE
PRESIDENTE HAYES;NANAWA;INDEPENDIENTE
PRESIDENTE HAYES;VILLA HAYES;SAN ROQUE
PRESIDENTE HAYES;NANAWA;ORIENTAL
SAN PEDRO;LIBERACION;25 DE DICIEMBRE
PRESIDENTE HAYES;NANAWA;8 DE DICIEMBRE
PRESIDENTE HAYES;VILLA HAYES;ASENT. REMANSITO
PRESIDENTE HAYES;VILLA HAYES;SAN ANTONIO
PRESIDENTE HAYES;VILLA HAYES;POZO COLORADO SUB-URBANO
PRESIDENTE HAYES;VILLA HAYES;ASENT. NIÑO JESUS
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG ANACONDA
PRESIDENTE HAYES;VILLA HAYES;ZONA BUENA VISTA
;;
PRESIDENTE HAYES;VILLA HAYES;ZONA ESTANCIA VILLA REY
;;
PRESIDENTE HAYES;VILLA HAYES;ZONA CERRITO
PRESIDENTE HAYES;VILLA HAYES;SANTA LIBRADA
SAN PEDRO;CAPIIBARY;CENTRO
SAN PEDRO;CAPIIBARY;MARIA AUXILIADORA
PRESIDENTE HAYES;VILLA HAYES;ZONA RIO VERDE VILLA HAYES
SAN PEDRO;CAPIIBARY;LAS RESIDENTAS
PRESIDENTE HAYES;VILLA HAYES;COSTA GUASU
SAN PEDRO;CAPIIBARY;SAN FRANCISCO
PRESIDENTE HAYES;PUERTO PINASCO;ZONA LA PATRIA
PRESIDENTE HAYES;PUERTO PINASCO;COLONIA CEIBO SUB URBANO
PRESIDENTE HAYES;PUERTO PINASCO;NUEVA MESTRE SUB URBANO
PRESIDENTE HAYES;PUERTO PINASCO;ZONA ZALAZAR
;;
;;
;;
PRESIDENTE HAYES;PUERTO PINASCO;ZONA RIO VERDE
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;PUERTO PINASCO;ZONA CEIBO
PRESIDENTE HAYES;PUERTO PINASCO;ZONA PINASCO
SAN PEDRO;CAPIIBARY;PRIMAVERA
PRESIDENTE HAYES;BENJAMIN ACEVAL;ZONA CONFUSO
SAN PEDRO;YRYVU CUA;CENTRO
PRESIDENTE HAYES;BENJAMIN ACEVAL;CERRITO SUB-URBANO
PRESIDENTE HAYES;BENJAMIN ACEVAL;ASENT. TIERRA PROMETIDA
SAN PEDRO;25 DE DICIEMBRE;CELADOR
SAN PEDRO;GUAJAYVI;PRIMERA LINEA CHACHI
SAN PEDRO;LIBERACION;ARROYO MOROTI
SAN PEDRO;GUAJAYVI;SANTO DOMINGO 1
SAN PEDRO;GUAJAYVI;ASENT. BARRIO  SAN PEDRO 1
SAN PEDRO;LIBERACION;8 DE DICIEMBRE
SAN PEDRO;CAPIIBARY;MARISCAL LOPEZ - CHACHI  2DA LINEA
SAN PEDRO;GUAJAYVI;ASENT. BARRIO SAN PEDRO 2
SAN PEDRO;LIBERACION;SAN ANTONIO
SAN PEDRO;CAPIIBARY;MARISCAL LOPEZ 2DA LINEA
SAN PEDRO;CAPIIBARY;ASENT. TAPIRACUAI POTY
SAN PEDRO;LIBERACION;ASENT. MBOKAJATY
SAN PEDRO;LIBERACION;JEJUI
SAN PEDRO;YRYVU CUA;CRUCE CERRO VERDE
SAN PEDRO;LIBERACION;SAN JORGE ESTE
SAN PEDRO;LIBERACION;SAN ISIDRO 1
SAN PEDRO;LIBERACION;SANTA ELENA
SAN PEDRO;LIBERACION;BARRIO SAN VICENTE- KO'E POTY
SAN PEDRO;LIBERACION;FATIMA
SAN PEDRO;LIBERACION;SAN MIGUEL DEL ESTE
SAN PEDRO;LIBERACION;SAN JORGE
SAN PEDRO;YRYVU CUA;YKUA PORA
SAN PEDRO;YRYVU CUA;YVU PORA
SAN PEDRO;GUAJAYVI;ASENT. TORO PIRU 1
SAN PEDRO;YRYVU CUA;SAN ISIDRO
SAN PEDRO;YRYVU CUA;ASENT.  PALOMITA
SAN PEDRO;YRYVU CUA;ASENT. CERRO VERDE
SAN PEDRO;SANTA ROSA DEL AGUARAY;LA VICTORIA
SAN PEDRO;YRYVU CUA;SANGUINA KUE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG LA ARMONIA-ALDEA 4
SAN PEDRO;YRYVU CUA;ASENT. ALEMAN KUE
SAN PEDRO;YRYVU CUA;10 DE AGOSTO
SAN PEDRO;YRYVU CUA;SAN AGUSTIN
SAN PEDRO;YRYVU CUA;CERRO VERDE
SAN PEDRO;YRYVU CUA;SAN JUAN BOSCO
SAN PEDRO;YRYVU CUA;ASENT. YVU PORA
SAN PEDRO;YRYVU CUA;SAN MIGUEL
ÑEEMBUCU;LOS LAURELES;SAN ANTONIO
SAN PEDRO;YRYVU CUA;NARANJATY
SAN PEDRO;YRYVU CUA;ASENT. NARANJATY
SAN PEDRO;YRYVU CUA;SAN ROQUE
SAN PEDRO;YRYVU CUA;ASENT. 1RA LINEA SANGUINA KUE
SAN PEDRO;ITACURUBI DEL ROSARIO;AGUAPEY SUB-URBANO
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE FELIPE OSORIO NUCLEO 1
SAN PEDRO;SANTA ROSA DEL AGUARAY;ZONA 12
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. TAVA GUARANI
SAN PEDRO;SANTA ROSA DEL AGUARAY;8 DE SETIEMBRE
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN FRANCISCO
SAN PEDRO;ITACURUBI DEL ROSARIO;ALDEA 1 FRIESLAND
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE CALLE 4
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN ROQUE 2
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN ISIDRO 2
SAN PEDRO;SANTA ROSA DEL AGUARAY;SANTA LUCIA 2
SAN PEDRO;GUAJAYVI;GUAVIRA
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE  CALLE 2
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. KORORO'I
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. SANTA LIBRADA
SAN PEDRO;GUAJAYVI;ASENT. 15 DE AGOSTO
SAN PEDRO;GUAJAYVI;CALLE 2000
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE CALLE 5
SAN PEDRO;YATAITY DEL NORTE;SAN BLAS 2
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE CALLE 3
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN JOSE 1
SAN PEDRO;SAN ESTANISLAO;CALLE 5000 MARENGO
SAN PEDRO;SANTA ROSA DEL AGUARAY;SANTA BARBARA CALLE  SAN PEDRO
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN MIGUEL DEL  NORTE
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. NUEVA ESPERANZA
SAN PEDRO;SANTA ROSA DEL AGUARAY;ISLA SOLA
SAN PEDRO;SAN ESTANISLAO;SAN AGUSTIN
SAN PEDRO;SANTA ROSA DEL AGUARAY;11 DE OCTUBRE
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. SAN MIGUEL
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN MIGUEL
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE 10 DE AGOSTO
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. 3 DE FEBRERO
SAN PEDRO;SANTA ROSA DEL AGUARAY;ZONA 11
BOQUERON;LOMA PLATA;COM INDIG YALVE SANGA-CAACUPE
SAN PEDRO;SANTA ROSA DEL AGUARAY;KAMBA YKUA
SAN PEDRO;SANTA ROSA DEL AGUARAY;ZONA 103
SAN PEDRO;SANTA ROSA DEL AGUARAY;LOMA PUKU
SAN PEDRO;SANTA ROSA DEL AGUARAY;KORORO'I
SAN PEDRO;SANTA ROSA DEL AGUARAY;SANTA LIBRADA
SAN PEDRO;CAPIIBARY;POTRERITO
SAN PEDRO;GENERAL RESQUIN;COM INDIG NARANJAY
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN JORGE
SAN PEDRO;VILLA DEL ROSARIO;COMPAÑIA ESCALERA
SAN PEDRO;SANTA ROSA DEL AGUARAY;LOPEZ SALINAS
ÑEEMBUCU;LOS LAURELES;6 DE ENERO
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN BLAS
SAN PEDRO;SANTA ROSA DEL AGUARAY;JARDIN DEL NORTE
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN ISIDRO 3
SAN PEDRO;ITACURUBI DEL ROSARIO;AGUAPEY
SAN PEDRO;CAPIIBARY;1RO DE MAYO
SAN PEDRO;SAN ESTANISLAO;KURURU 3RA LINEA
SAN PEDRO;SANTA ROSA DEL AGUARAY;RIO VERDE ZONA 1 AL 9
SAN PEDRO;CAPIIBARY;SAN ISIDRO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;COM INDIG YVYPOTY
SAN PEDRO;CAPIIBARY;1RO DE NOVIEMBRE
SAN PEDRO;CAPIIBARY;12 DE JUNIO
SAN PEDRO;CAPIIBARY;19 DE MARZO
SAN PEDRO;CAPIIBARY;ARA PYAHU
SAN PEDRO;CAPIIBARY;15 DE AGOSTO
SAN PEDRO;CAPIIBARY;PABLO KUE
SAN PEDRO;CAPIIBARY;VIRGEN DE FATIMA
SAN PEDRO;CAPIIBARY;MARISCAL LOPEZ - CHACHI  1RA LINEA
SAN PEDRO;CAPIIBARY;3 DE NOVIEMBRE
SAN PEDRO;CAPIIBARY;25 DE DICIEMBRE
SAN PEDRO;CAPIIBARY;ASENT. SAN NICOLAS
SAN PEDRO;CAPIIBARY;20 DE JULIO SUR
SAN PEDRO;GUAJAYVI;4000 TACUAPI
SAN PEDRO;CAPIIBARY;SIDEPAR 45
ÑEEMBUCU;LOS LAURELES;YATAITY
SAN PEDRO;CAPIIBARY;ASENT. 25 DE DICIEMBRE
SAN PEDRO;CAPIIBARY;CAÑETE KUE
SAN PEDRO;CAPIIBARY;MARISCAL LOPEZ 4TA LINEA
SAN PEDRO;CAPIIBARY;ASENT. PIO KUE
SAN PEDRO;CAPIIBARY;ASENT. 25 DE FEBRERO
SAN PEDRO;GUAJAYVI;YKUA PORA
SAN PEDRO;CAPIIBARY;TAPIRACUAI POTY
SAN PEDRO;CAPIIBARY;ASENT. ARA PYAHU
SAN PEDRO;CAPIIBARY;ASENT. 1RO DE MARZO
SAN PEDRO;CAPIIBARY;SIDEPAR PLANTA URBANA
SAN PEDRO;CAPIIBARY;CABO KUE
SAN PEDRO;CAPIIBARY;SIDEPAR 1RA LINEA
SAN PEDRO;CAPIIBARY;SIDEPAR SAN ALBERTO CURUZU
SAN PEDRO;CAPIIBARY;SIDEPAR 2DA LINEA
SAN PEDRO;GUAJAYVI;MOROMBI
SAN PEDRO;CAPIIBARY;SIDEPAR 5TA LINEA
SAN PEDRO;GUAJAYVI;TUPASY
SAN PEDRO;GUAJAYVI;SAN JOSE 1
SAN PEDRO;GUAJAYVI;BERTONI 6000
SAN PEDRO;GUAJAYVI;BERTONI 8000
SAN PEDRO;GUAJAYVI;SEGUNDA LINEA CHACHI
SAN PEDRO;GUAJAYVI;ASENT. 3 DE FEBRERO
SAN PEDRO;GUAJAYVI;ASENT. PRIMAVERA REAL
SAN PEDRO;GUAJAYVI;LUZ BELLA 8 DE DICIEMBRE
SAN PEDRO;GUAJAYVI;ASUNCION
SAN PEDRO;GUAJAYVI;LUZ BELLA VILLA JARDIN
SAN PEDRO;GUAJAYVI;ASENT. ECO URBANISTICO
SAN PEDRO;GUAJAYVI;SANTA ROSA
SAN PEDRO;GUAJAYVI;SANTO DOMINGO 2
SAN PEDRO;GUAJAYVI;SAN RAMON
SAN PEDRO;GUAJAYVI;NUESTRA SEÑORA DE LOURDES
SAN PEDRO;GUAJAYVI;AMISTAD
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG NOVOCTAS
SAN PEDRO;GUAJAYVI;LUZ BELLA SAN LUIS
SAN PEDRO;GUAJAYVI;ASENT. JUSTO VILLANUEVA LUZ BELLA
SAN PEDRO;ITACURUBI DEL ROSARIO;ALDEA 2 FRIESLAND
SAN PEDRO;GUAJAYVI;LUZ BELLA JUSTO VILLANUEVA
SAN PEDRO;GUAJAYVI;LUZ BELLA SAN ISIDRO
SAN PEDRO;GUAJAYVI;ASENT. 7 DE ABRIL LUZ BELLA
SAN PEDRO;GUAJAYVI;MARIA AUXILIADORA
SAN PEDRO;YATAITY DEL NORTE;MARIA AUXILIADORA
SAN PEDRO;GUAJAYVI;CALLE 4000
SAN PEDRO;GUAJAYVI;LUZ BELLA NATIVIDAD DE LAS MERCEDES
SAN PEDRO;GUAJAYVI;SAN BLAS
SAN PEDRO;TACUATI;VIRGEN DEL CARMEN
SAN PEDRO;YATAITY DEL NORTE;PUNTA SUERTE
SAN PEDRO;GUAJAYVI;LUZ BELLA SAN FRANCISCO
SAN PEDRO;GUAJAYVI;ASENT. TORO PIRU 2
SAN PEDRO;YATAITY DEL NORTE;SAGRADA FAMILIA
SAN PEDRO;GUAJAYVI;TAVAI 1000
SAN PEDRO;TACUATI;PLANTA 2
SAN PEDRO;YATAITY DEL NORTE;SANTA LIBRADA
SAN PEDRO;YATAITY DEL NORTE;SAN JOSE 1
SAN PEDRO;YATAITY DEL NORTE;CERRITO
SAN PEDRO;YATAITY DEL NORTE;GUAVIRA
SAN PEDRO;YATAITY DEL NORTE;BARRERO PYTA
SAN PEDRO;YATAITY DEL NORTE;SAN ANTONIO
SAN PEDRO;YATAITY DEL NORTE;CHACO´I
SAN PEDRO;YATAITY DEL NORTE;SANTA LUCIA 2
CORDILLERA;SANTA ELENA;MERCADO
SAN PEDRO;YATAITY DEL NORTE;SAN JORGE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG PARA TODO
SAN PEDRO;YATAITY DEL NORTE;GUASU RETA
SAN PEDRO;YATAITY DEL NORTE;SAN JOSE YVYPE
SAN PEDRO;YATAITY DEL NORTE;25 DE DICIEMBRE 2
SAN PEDRO;YATAITY DEL NORTE;16 DE JULIO
SAN PEDRO;GENERAL RESQUIN;PALOMA 2
SAN PEDRO;VILLA DEL ROSARIO;KERAMBU
ÑEEMBUCU;LOS LAURELES;SAN BLAS
SAN PEDRO;25 DE DICIEMBRE;SAN FRANCISCO
SAN PEDRO;YATAITY DEL NORTE;JAULA KUE
SAN PEDRO;YATAITY DEL NORTE;PINDOTY
SAN PEDRO;YATAITY DEL NORTE;SAN JOSE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG LA ABUNDANCIA
SAN PEDRO;YATAITY DEL NORTE;ÑU PYAHU
SAN PEDRO;YATAITY DEL NORTE;ASENT. CERRO PYTA
SAN PEDRO;YATAITY DEL NORTE;TACUARA PUNTA
ÑEEMBUCU;LOS LAURELES;VIRGEN MARIA
SAN PEDRO;YATAITY DEL NORTE;SAN JUAN
SAN PEDRO;YATAITY DEL NORTE;NUEVA ALIANZA
SAN PEDRO;25 DE DICIEMBRE;SAN MIGUEL 2
SAN PEDRO;YATAITY DEL NORTE;SANTA TERESA
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE 25 DE DICIEMBRE
SAN PEDRO;GENERAL RESQUIN;SAN JOSE DEL NORTE CALLE 6 DE ENERO
SAN PEDRO;GENERAL RESQUIN;SAN JOSE DEL NORTE CALLE SANTA CLARA
SAN PEDRO;YATAITY DEL NORTE;12 DE JUNIO
SAN PEDRO;YATAITY DEL NORTE;SAN FRANCISCO
SAN PEDRO;GENERAL RESQUIN;A. J. VIERCI
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE CALLE SANTA ANA
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE CALLE 13 DE MAYO
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE CALLE SANTA ROSA
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE SAN MIGUEL
SAN PEDRO;VILLA DEL ROSARIO;SAGRADO CORAZON DE JESUS
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE SANTA LUCIA
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE SAN BLAS
SAN PEDRO;25 DE DICIEMBRE;KIRAYTY
SAN PEDRO;25 DE DICIEMBRE;SAN BLAS
SAN PEDRO;GENERAL RESQUIN;1RO DE MAYO
SAN PEDRO;GENERAL RESQUIN;ASENT. PABLO IBAÑEZ
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE SAN JORGE
SAN PEDRO;GENERAL RESQUIN;SAN JOSE DEL NORTE CALLE SANTA LIBRADA
SAN PEDRO;GENERAL RESQUIN;SAN JOSE DEL NORTE CALLE NUEVA ESPERANZA
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - 13 DE NOVIEMBRE
GUAIRA;PASO YOBAI;COM INDIG NANSSEN
SAN PEDRO;GENERAL RESQUIN;ESTANCIA KUAPE
SAN PEDRO;VILLA DEL ROSARIO;SAN ISIDRO
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG SAN JOSE
SAN PEDRO;GENERAL RESQUIN;SANTA RITA
SAN PEDRO;GENERAL RESQUIN;CALLE PRIMERO DE MAYO
SAN PEDRO;25 DE DICIEMBRE;MBOI-Y
BOQUERON;FILADELFIA;COM INDIG TUNUCOJAI
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG KENJACLAI
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - 8 DE DICIEMBRE
SAN PEDRO;TACUATI;SANTA ROSA
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE GENERAL BERNARDINO CABALLERO
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE SAN FRANCISCO - PUERTO
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE SAN ISIDRO
SAN PEDRO;GENERAL RESQUIN;SAN FRANCISCO
CANINDEYU;VILLA YGATIMÍ;COM INDIG YRYAPU
SAN PEDRO;GENERAL RESQUIN;ASENT. 26 DE ABRIL
SAN PEDRO;GENERAL RESQUIN;CALLE SAN JUAN-SAN JOSE NORTE
SAN PEDRO;GENERAL RESQUIN;CALLE 14 DE FEBRERO-SAN JOSE DEL NORTE
SAN PEDRO;VILLA DEL ROSARIO;SAN BLAS
SAN PEDRO;GENERAL RESQUIN;SAN JOSE DEL NORTE
SAN PEDRO;VILLA DEL ROSARIO;VOLENDAN ALDEA 5
SAN PEDRO;GENERAL RESQUIN;CALLE SAN SALVADOR- SAN JOSE NORTE
SAN PEDRO;GENERAL RESQUIN;BARRIO SAN JOSE CENTRO URBANO
SAN PEDRO;VILLA DEL ROSARIO;VOLENDAN ALDEA 12 Y 13
SAN PEDRO;GENERAL RESQUIN;KIRAY-5TA LINEA
SAN PEDRO;GENERAL RESQUIN;KIRAY-6TA LINEA
SAN PEDRO;GENERAL RESQUIN;KIRAY-1RA LINEA
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE SAN JUAN
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE SAN MARCOS
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE 8 DE DICIEMBRE
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE SAN JUAN
SAN PEDRO;VILLA DEL ROSARIO;PUERTO ROSARIO
SAN PEDRO;VILLA DEL ROSARIO;PUERTO ROSARIO SUB-URBANO
SAN PEDRO;GENERAL RESQUIN;8 DE DICIEMBRE
SAN PEDRO;GENERAL RESQUIN;SAN ANTONIO
SAN PEDRO;GENERAL RESQUIN;8 DE DICIEMBRE
SAN PEDRO;GENERAL RESQUIN;VIRGEN DE FATIMA
SAN PEDRO;VILLA DEL ROSARIO;SAN JOSE DEL ROSARIO
SAN PEDRO;VILLA DEL ROSARIO;SAN BLAS
SAN PEDRO;SAN ESTANISLAO;CALLE 2000 BERTONI
SAN PEDRO;VILLA DEL ROSARIO;LAS PALMAS
SAN PEDRO;VILLA DEL ROSARIO;CAACUPE I
SAN PEDRO;VILLA DEL ROSARIO;TRES BOCAS
SAN PEDRO;VILLA DEL ROSARIO;SAN JOSE DEL ROSARIO SUB URBANO
SAN PEDRO;25 DE DICIEMBRE;COSTA NUEVA
SAN PEDRO;VILLA DEL ROSARIO;COLONIA VOLENDAN
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG YALVE SANGA-CANA
SAN PEDRO;SAN ESTANISLAO;COSTA PUKU
SAN PEDRO;VILLA DEL ROSARIO;ARASA POTY
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG CAMPO LARGO-5 DE MAYO
SAN PEDRO;SAN ESTANISLAO;KURURU 2DA LINEA
SAN PEDRO;SAN ESTANISLAO;CRUCE GUAICA
SAN PEDRO;VILLA DEL ROSARIO;SANTA TERESITA
SAN PEDRO;VILLA DEL ROSARIO;SAN LUIS
